entry_pct,exit_pct,dca_days,return_pct,max_dd_pct,num_trades
-0.01,-0.02,441,,,
-0.01,-0.01,441,,,
-0.01,0.0,441,,,
-0.01,0.01,441,795213.8003196149,-71.08577222622715,1683.0
-0.01,0.02,441,330642.75428776734,-74.58177831263394,1589.0
-0.01,0.03,441,146379.96773653562,-74.58177831263394,1528.0
-0.01,0.04,441,40971.00453469166,-74.58177831263394,1468.0
-0.01,0.05,441,32493.42547236469,-78.01351354077437,1363.0
0.0,-0.02,441,,,
0.0,-0.01,441,,,
0.0,0.0,441,394180.24523333204,-71.08577222622715,1848.0
0.0,0.01,441,119622.0039303282,-71.08577222622715,1741.0
0.0,0.02,441,66203.52979943225,-74.58177831263394,1646.0
0.0,0.03,441,42534.82332203786,-74.58177831263394,1591.0
0.0,0.04,441,14075.875243644412,-79.84968273176594,1538.0
0.0,0.05,441,16183.732255175453,-80.67580886292409,1427.0
0.01,-0.02,441,,,
0.01,-0.01,441,904970.828829219,-71.08577222622715,2018.0
0.01,0.0,441,226195.75993722628,-71.08577222622715,1915.0
0.01,0.01,441,89484.62187903635,-71.08577222622715,1821.0
0.01,0.02,441,41680.81985867093,-74.58177831263394,1744.0
0.01,0.03,441,55813.843877603314,-74.58177831263394,1679.0
0.01,0.04,441,21434.025677710004,-77.3147004551751,1638.0
0.01,0.05,441,26990.56382797341,-76.0639341685405,1504.0
0.02,-0.02,441,1130324.5651042925,-71.08577222622715,2186.0
0.02,-0.01,441,407477.7821403641,-71.08577222622715,2076.0
0.02,0.0,441,126375.47718684711,-71.08577222622715,1981.0
0.02,0.01,441,48838.7174650933,-71.08577222622715,1905.0
0.02,0.02,441,28191.89377934843,-74.58177831263394,1821.0
0.02,0.03,441,33739.60449124042,-74.58177831263394,1766.0
0.02,0.04,441,12920.084555673844,-78.80925727234148,1725.0
0.02,0.05,441,21995.628437770018,-76.0639341685405,1581.0
0.03,-0.02,441,459584.56198877667,-71.08577222622715,2254.0
0.03,-0.01,441,270882.34513583296,-71.08577222622715,2137.0
0.03,0.0,441,79525.64168225389,-71.08577222622715,2049.0
0.03,0.01,441,43678.900845096985,-71.08577222622715,1979.0
0.03,0.02,441,28233.795065313156,-74.58177831263394,1892.0
0.03,0.03,441,31534.478760311118,-74.58177831263394,1832.0
0.03,0.04,441,16942.390709074636,-77.847488385246,1798.0
0.03,0.05,441,23892.144241903035,-74.58177831263394,1648.0
0.04,-0.02,441,106177.33300149518,-71.08577222622715,2394.0
0.04,-0.01,441,137827.5177127861,-71.08577222622715,2268.0
0.04,0.0,441,45281.74742760904,-71.08577222622715,2181.0
0.04,0.01,441,28338.825001411435,-73.55923229778405,2109.0
0.04,0.02,441,23914.771525569075,-77.28114263835116,2042.0
0.04,0.03,441,24310.98776353416,-77.05309386432914,1997.0
0.04,0.04,441,15014.382016523597,-81.00371191055638,1966.0
0.04,0.05,441,13073.833810493144,-77.58527320968913,1790.0
0.05,-0.02,441,28046.04160579149,-82.9247129165894,2309.0
0.05,-0.01,441,47533.60620695869,-84.45464960172848,2184.0
0.05,0.0,441,21826.330337689156,-84.45464960172848,2127.0
0.05,0.01,441,15279.623197496554,-86.70787948206494,2054.0
0.05,0.02,441,12489.365405832428,-88.57525307834744,2008.0
0.05,0.03,441,12501.027202836034,-88.44400290491917,1948.0
0.05,0.04,441,8244.29190281723,-90.42848857101372,1920.0
0.05,0.05,441,10327.787129108148,-86.067630727666,1708.0
0.06,-0.02,441,22878.967319245865,-82.9247129165894,2391.0
0.06,-0.01,441,33107.53686502874,-84.45464960172848,2256.0
0.06,0.0,441,17013.019471695465,-84.45464960172848,2195.0
0.06,0.01,441,12987.450527346466,-86.70787948206494,2124.0
0.06,0.02,441,11126.837064145986,-88.57525307834744,2077.0
0.06,0.03,441,9748.958266116724,-88.44400290491917,2003.0
0.06,0.04,441,6419.163642520586,-90.42848857101372,1975.0
0.06,0.05,441,8809.247463564683,-86.067630727666,1723.0
-0.02,-0.02,504,,,
-0.02,-0.01,504,,,
-0.02,0.0,504,,,
-0.02,0.01,504,,,
-0.02,0.02,504,1088964.59247004,-74.58177831263394,1543.0
-0.02,0.03,504,341487.7425608406,-74.58177831263394,1474.0
-0.02,0.04,504,75898.31361705264,-74.58177831263394,1407.0
-0.02,0.05,504,49212.04305528894,-74.58177831263394,1311.0
-0.01,-0.02,504,,,
-0.01,-0.01,504,,,
-0.01,0.0,504,,,
-0.01,0.01,504,790317.3836878231,-71.08577222622715,1683.0
-0.01,0.02,504,328611.7566253572,-74.58177831263394,1589.0
-0.01,0.03,504,145510.0564273226,-74.58177831263394,1528.0
-0.01,0.04,504,40741.42464570236,-74.58177831263394,1468.0
-0.01,0.05,504,32315.274827833764,-77.86089108849734,1363.0
