Date,Open,High,Low,Close,Volume
2006-06-21,1.1401560306549072,1.140625,1.127344012260437,0.9827170968055725,1523200
2006-06-22,1.125,1.1270309686660767,1.0903129577636719,0.9595946669578552,13612800
2006-06-23,1.097656011581421,1.1181249618530273,1.0856250524520874,0.9567387104034424,3411200
2006-06-26,1.1015629768371582,1.109375,1.09375,0.9602742195129395,3622400
2006-06-27,1.104688048362732,1.104688048362732,1.0618749856948853,0.9243661761283875,6393600
2006-06-28,1.066406011581421,1.0771880149841309,1.0534379482269287,0.935655951499939,6374400
2006-06-29,1.0882810354232788,1.1398439407348633,1.0832810401916504,0.992238461971283,11289600
2006-06-30,1.1484379768371582,1.1484379768371582,1.1278129816055298,0.9827170968055725,15168000
2006-07-03,1.1375000476837158,1.142969012260437,1.1353130340576172,0.9941422343254089,2380800
2006-07-05,1.121093988418579,1.1215629577636719,1.093906044960022,0.9549697637557983,9900800
2006-07-06,1.102344036102295,1.1109379529953003,1.086719036102295,0.9493931531906128,5369600
2006-07-07,1.071094036102295,1.0921880006790161,1.060155987739563,0.9285831451416016,4588800
2006-07-10,1.0765630006790161,1.0807809829711914,1.039687991142273,0.9132131338119507,7987200
2006-07-11,1.0412499904632568,1.0692189931869507,1.033750057220459,0.9281747341156006,10604800
2006-07-12,1.0596879720687866,1.0625,1.0187499523162842,0.8914507627487183,14598400
2006-07-13,1.028905987739563,1.028905987739563,0.989063024520874,0.8630228042602539,26745600
2006-07-14,0.987500011920929,0.989844024181366,0.9609379768371582,0.8453407883644104,13856000
2006-07-17,0.978905975818634,0.984375,0.9631249904632568,0.8494211435317993,9868800
2006-07-18,0.984375,0.987500011920929,0.9484379887580872,0.854181706905365,26054400
2006-07-19,0.978905975818634,1.0167189836502075,0.9782810211181641,0.872680127620697,16940800
2006-07-20,1.0140630006790161,1.0140630006790161,0.974219024181366,0.8488768935203552,12019200
2006-07-21,0.9582809805870056,0.96875,0.9518749713897705,0.829698920249939,18630400
2006-07-24,0.9607809782028198,0.9915630221366882,0.9607809782028198,0.8603023886680603,15334400
2006-07-25,0.9929689764976501,1.009374976158142,0.9807810187339783,0.8687357306480408,21683200
2006-07-26,0.9937499761581421,1.015468955039978,0.981249988079071,0.870503842830658,23500800
2006-07-27,1.0210939645767212,1.0234379768371582,0.981249988079071,0.8616630434989929,12038400
2006-07-28,1.0007810592651367,1.0293749570846558,0.994530975818634,0.8960747718811035,6752000
2006-07-31,1.021875023841858,1.038280963897705,1.0148439407348633,0.8943067789077759,9958400
2006-08-01,1.008594036102295,1.008594036102295,0.981249988079071,0.8637033700942993,15609600
2006-08-02,1.003906011581421,1.026563048362732,1.0015629529953003,0.8796170353889465,13939200
2006-08-03,0.9929689764976501,1.037500023841858,0.9921879768371582,0.8943067789077759,19961600
2006-08-04,1.0464060306549072,1.0546879768371582,0.9985939860343933,0.886146068572998,18816000
2006-08-07,1.010938048362732,1.0148439407348633,0.9960939884185791,0.8754004240036011,17017600
2006-08-08,1.009374976158142,1.015625,0.9828130006790161,0.8643831014633179,28838400
2006-08-09,1.0064059495925903,1.0343749523162842,0.989063024520874,0.8639749884605408,28825600
2006-08-10,0.9932810068130493,1.0128129720687866,0.9828130006790161,0.8749921321868896,23283200
2006-08-11,0.9953129887580872,1.0007810592651367,0.9851559996604919,0.8664236664772034,13305600
2006-08-14,1.0076559782028198,1.03125,1.0018750429153442,0.8743123412132263,19321600
2006-08-15,1.037343978881836,1.0703129768371582,1.0232809782028198,0.9198779463768005,22054400
2006-08-16,1.0703129768371582,1.1081249713897705,1.0640629529953003,0.9636746048927307,31040000
2006-08-17,1.1085939407348633,1.129688024520874,1.100000023841858,0.9697959423065186,44345600
2006-08-18,1.1101560592651367,1.117812991142273,1.089843988418579,0.9684352874755859,16934400
2006-08-21,1.0943750143051147,1.1029690504074097,1.086719036102295,0.9507535696029663,16275200
2006-08-22,1.1035939455032349,1.1168750524520874,1.0857809782028198,0.9532015919685364,16268800
2006-08-23,1.0978130102157593,1.1087499856948853,1.068750023841858,0.9371520280838013,18598400
2006-08-24,1.089063048362732,1.089843988418579,1.067188024520874,0.9443609118461609,18432000
2006-08-25,1.073438048362732,1.1060940027236938,1.073438048362732,0.9480334520339966,15257600
2006-08-28,1.0859379768371582,1.1109379529953003,1.0859379768371582,0.961635172367096,16588800
2006-08-29,1.103124976158142,1.113281011581421,1.0807809829711914,0.9677554965019226,26617600
2006-08-30,1.1128129959106445,1.122655987739563,1.103124976158142,0.9763249158859253,22585600
2006-08-31,1.121093988418579,1.127187967300415,1.113281011581421,0.975236713886261,9395200
2006-09-01,1.135938048362732,1.136718988418579,1.1201560497283936,0.9840778112411499,18496000
2006-09-05,1.1318750381469727,1.1526559591293335,1.115625023841858,1.00175940990448,21452800
2006-09-06,1.129688024520874,1.1356250047683716,1.1015629768371582,0.9627233147621155,23398400
2006-09-07,1.100000023841858,1.1176559925079346,1.087499976158142,0.9541541337966919,27027200
2006-09-08,1.1015629768371582,1.1139060258865356,1.09375,0.9636746048927307,13990400
2006-09-11,1.0910940170288086,1.1323440074920654,1.084375023841858,0.976596474647522,26662400
2006-09-12,1.1257810592651367,1.1715630292892456,1.1234380006790161,1.0145454406738281,19027200
2006-09-13,1.1687500476837158,1.1820310354232788,1.158594012260437,1.0262421369552612,22579200
2006-09-14,1.1678129434585571,1.184999942779541,1.1678129434585571,1.0251539945602417,15187200
2006-09-15,1.205469012260437,1.2754689455032349,1.1823439598083496,1.0350840091705322,15891200
2006-09-18,1.191406011581421,1.2048439979553223,1.176563024520874,1.0342673063278198,13184000
2006-09-19,1.1875,1.192188024520874,1.1543749570846558,1.0217539072036743,20812800
2006-09-20,1.1996879577636719,1.214843988418579,1.1932810544967651,1.0520853996276855,21785600
2006-09-21,1.2156250476837158,1.221094012260437,1.1875,1.0384835004806519,50976000
2006-09-22,1.1890629529953003,1.1890629529953003,1.1640629768371582,1.0205297470092773,18214400
2006-09-25,1.1856249570846558,1.21875,1.1629689931869507,1.05820631980896,37670400
2006-09-26,1.212499976158142,1.2289060354232788,1.2051559686660767,1.066911220550537,24934400
2006-09-27,1.2237499952316284,1.2348439693450928,1.2085939645767212,1.06147038936615,27929600
2006-09-28,1.2293750047683716,1.232030987739563,1.2037500143051147,1.0677272081375122,14444800
2006-09-29,1.2328130006790161,1.2332810163497925,1.2156250476837158,1.059566855430603,12473600
2006-10-02,1.211719036102295,1.219688057899475,1.1821880340576172,1.03372323513031,22822400
2006-10-03,1.176563024520874,1.205469012260437,1.169374942779541,1.0410683155059814,20364800
2006-10-04,1.193750023841858,1.253906011581421,1.186094045639038,1.0888093709945679,27206400
2006-10-05,1.253906011581421,1.269531011581421,1.2478129863739014,1.103092074394226,21580800
2006-10-06,1.2520309686660767,1.269531011581421,1.2504689693450928,1.0969706773757935,21766400
2006-10-09,1.259531021118164,1.2796880006790161,1.254688024520874,1.1024112701416016,12217600
2006-10-10,1.270313024520874,1.2804689407348633,1.2542190551757812,1.1085326671600342,16710400
2006-10-11,1.259374976158142,1.2843749523162842,1.240468978881836,1.1044518947601318,23334400
2006-10-12,1.2828129529953003,1.3109380006790161,1.2779690027236938,1.1411765813827515,26284800
2006-10-13,1.3109380006790161,1.3273439407348633,1.303905963897705,1.1498817205429077,21683200
2006-10-16,1.324218988418579,1.3335939645767212,1.3206249475479126,1.1520577669143677,17868800
2006-10-17,1.3115630149841309,1.3115630149841309,1.2796880006790161,1.129614233970642,35289600
2006-10-18,1.3120310306549072,1.313438057899475,1.2725000381469727,1.113972783088684,36768000
2006-10-19,1.2737499475479126,1.300781011581421,1.2687499523162842,1.123494029045105,36089600
2006-10-20,1.2917189598083496,1.2939059734344482,1.2728129625320435,1.1262141466140747,21696000
2006-10-23,1.2843749523162842,1.3287500143051147,1.2828129529953003,1.146344780921936,34579200
2006-10-24,1.3132810592651367,1.3200000524520874,1.2876559495925903,1.1354633569717407,31315200
2006-10-25,1.3035939931869507,1.3237500190734863,1.2953130006790161,1.1493372917175293,24864000
2006-10-26,1.3265630006790161,1.3485939502716064,1.305469036102295,1.167698860168457,30323200
2006-10-27,1.3360940217971802,1.3409379720687866,1.2953130006790161,1.1346476078033447,31724800
2006-10-30,1.301563024520874,1.3296879529953003,1.2937500476837158,1.1479768753051758,28748800
2006-10-31,1.332031011581421,1.3359379768371582,1.308750033378601,1.154778242111206,27744000
2006-11-01,1.3359379768371582,1.337656021118164,1.278749942779541,1.123494029045105,37939200
2006-11-02,1.287500023841858,1.2979689836502075,1.2745310068130493,1.124582052230835,29440000
2006-11-03,1.301563024520874,1.301563024520874,1.2649999856948853,1.1180529594421387,42656000
2006-11-06,1.2976560592651367,1.330312967300415,1.295469045639038,1.1432160139083862,28524800
2006-11-07,1.3250000476837158,1.3548439741134644,1.317188024520874,1.1663392782211304,34387200
2006-11-08,1.3231250047683716,1.363281011581421,1.3159379959106445,1.1821173429489136,41382400
2006-11-09,1.367969036102295,1.371093988418579,1.3289060592651367,1.1656591892242432,32851200
2006-11-10,1.3410940170288086,1.3539060354232788,1.3296879529953003,1.1785800457000732,24953600
2006-11-13,1.3524999618530273,1.3826559782028198,1.3493750095367432,1.1976224184036255,28505600
2006-11-14,1.3781249523162842,1.410938024520874,1.3645310401916504,1.228226900100708,32083200
2006-11-15,1.4098440408706665,1.4375,1.4078129529953003,1.2359797954559326,40307200
2006-11-16,1.426563024520874,1.4379689693450928,1.4140629768371582,1.248628854751587,26201600
2006-11-17,1.415624976158142,1.431249976158142,1.408750057220459,1.2459087371826172,24064000
2006-11-20,1.419530987739563,1.4424999952316284,1.4134379625320435,1.2506691217422485,20883200
2006-11-21,1.4382810592651367,1.4426560401916504,1.4278130531311035,1.254069209098816,25177600
2006-11-22,1.4462499618530273,1.460155963897705,1.427968978881836,1.2698473930358887,20697600
2006-11-24,1.435155987739563,1.464843988418579,1.435155987739563,1.26182222366333,15078400
2006-11-27,1.435155987739563,1.4476560354232788,1.3828129768371582,1.204967975616455,55340800
2006-11-28,1.375,1.396718978881836,1.3648439645767212,1.2085036039352417,44339200
2006-11-29,1.412500023841858,1.4192190170288086,1.3856250047683716,1.228226900100708,36140800
